event_time_utc,event_type,trade_id,symbol,source,timeframe,session,raw_direction,final_direction,candle_time,entry_price,sl_price,tp1_price,tp2_price,notional_usd,leverage,margin_usd,adx_value,lot,exit_reason,exit_price,pnl,balance_after
2026-09-10T01:46:04.712286+00:00,lot_close,176,CRVUSDT,Supertrend+ADX,15m,لندن,short,long,2026-09-09 15:15:00,,,,,,3.0,50.0,,lot_a,sl,0.34683942897336734,-4.2283,1087.9648
2026-09-10T01:46:05.093617+00:00,lot_close,176,CRVUSDT,Supertrend+ADX,15m,لندن,short,long,2026-09-09 15:15:00,,,,,,3.0,50.0,,lot_b,sl,0.34683942897336734,-4.2283,1083.7365
2026-09-10T01:46:05.465757+00:00,full_close,176,CRVUSDT,Supertrend+ADX,15m,لندن,short,long,2026-09-09 15:15:00,,,,,,,,,,,,,1083.7365
2026-09-10T04:01:25.870918+00:00,lot_close,172,VETUSDT,Supertrend+ADX,15m,نیویورک,long,short,2026-09-08 20:15:00,,,,,,3.0,50.0,,lot_b,sl,0.008061,-0.0,1083.7365
2026-09-10T04:01:26.254983+00:00,full_close,172,VETUSDT,Supertrend+ADX,15m,نیویورک,long,short,2026-09-08 20:15:00,,,,,,,,,,,,,1083.7365
2026-09-10T07:46:12.721128+00:00,lot_close,165,CHZUSDT,Supertrend+ADX,15m,نیویورک,long,short,2026-09-07 18:30:00,,,,,,3.0,50.0,,lot_a,tp1,0.013738316643146543,5.2846,1089.0211
2026-09-10T07:46:13.108528+00:00,sl_to_be,165,CHZUSDT,Supertrend+ADX,15m,نیویورک,long,short,2026-09-07 18:30:00,,0.01424,,,,,,,,,,,
2026-09-10T11:01:38.822654+00:00,open,177,ONEUSDT,Supertrend+ADX,15m,لندن,short,long,2026-09-10 10:45:00,0.000643,0.0006204952003651255,0.0006767571994523117,0.0007105143989046235,300.0,3.0,100.0,26.713,,,,,1089.0211
2026-09-10T12:46:15.184724+00:00,lot_close,171,GALAUSDT,Supertrend+ADX,15m,لندن,long,short,2026-09-08 15:15:00,,,,,,3.0,50.0,,lot_b,tp2,0.0017144226061086565,16.7547,1105.7758
2026-09-10T12:46:15.820471+00:00,full_close,171,GALAUSDT,Supertrend+ADX,15m,لندن,long,short,2026-09-08 15:15:00,,,,,,,,,,,,,1105.7758
